Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDB21,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,5317.0788
FDR04,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,874.8612
FDX23,Low Fat,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,1039.9796
FDX19,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,3038.0454
FDD40,Regular,Dairy,OUT035,2004,Tier 2,Supermarket Type1,3848.324
FDA01,Regular,Canned,OUT046,1997,Tier 1,Supermarket Type1,527.3136
FDS33,Regular,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,2390.8878
FDM50,Regular,Canned,OUT027,1985,Tier 3,Supermarket Type3,1677.816
FDB29,Regular,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,801.6232
FDF46,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,1267.0174
FDA33,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,886.8456
FDC08,Regular,Fruits and Vegetables,OUT010,1998,Tier 3,Grocery Store,452.744
FDB53,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,3877.6192
FDY31,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,4414.254
DRQ35,Low Fat,Hard Drinks,OUT027,1985,Tier 3,Supermarket Type3,5448.9072
FDX36,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,4950.8888
DRD13,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,958.752
FDC52,Regular,Dairy,OUT017,2007,Tier 2,Supermarket Type1,1956.1204
FDB45,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,2404.2038
NCK19,Low Fat,Others,OUT010,1998,Tier 3,Grocery Store,387.4956
FDV51,Low Fat,Meat,OUT013,1987,Tier 3,Supermarket Type1,994.7052
FDZ35,Regular,Breads,OUT045,2002,Tier 2,Supermarket Type1,1754.383
NCW17,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,3340.9844
FDV59,Low Fat,Breads,OUT045,2002,Tier 2,Supermarket Type1,3918.8988
DRH39,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,306.268
FDN60,Low Fat,Baking Goods,OUT027,1985,Tier 3,Supermarket Type3,4278.4308
FDU55,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,4425.5726
FDN58,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,9267.936
FDC41,Low Fat,Frozen Foods,OUT019,1985,Tier 1,Grocery Store,229.701
FDO01,Regular,Breakfast,OUT027,1985,Tier 3,Supermarket Type3,2055.9904
NCO43,Low Fat,Others,OUT046,1997,Tier 1,Supermarket Type1,3339.6528
FDQ07,Regular,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,6410.3224
FDF28,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,1992.0736
FDM01,Regular,Breakfast,OUT017,2007,Tier 2,Supermarket Type1,2870.9296
FDY49,Regular,Canned,OUT027,1985,Tier 3,Supermarket Type3,2807.0128
FDR24,Regular,Baking Goods,OUT013,1987,Tier 3,Supermarket Type1,539.298
NCY18,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,4377.635
NCY30,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,2716.464
FDJ22,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,383.5008
DRI37,Low Fat,Soft Drinks,OUT049,1999,Tier 1,Supermarket Type1,703.0848
FDL27,Low Fat,Meat,OUT049,1999,Tier 1,Supermarket Type1,1937.478
NCO30,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,3307.6944
NCB07,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,3142.576
FDX25,Low Fat,Canned,OUT018,2009,Tier 3,Supermarket Type2,2554.0088
FDP59,Regular,Breads,OUT018,2009,Tier 3,Supermarket Type2,1869.5664
FDR59,Regular,Breads,OUT045,2002,Tier 2,Supermarket Type1,5494.8474
FDT27,Regular,Meat,OUT013,1987,Tier 3,Supermarket Type1,6093.4016
DRI01,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,2586.633
FDU09,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1255.6988
FDH26,Regular,Canned,OUT046,1997,Tier 1,Supermarket Type1,4093.3384
FDH27,Low Fat,Dairy,OUT046,1997,Tier 1,Supermarket Type1,3163.8816
FDN39,Regular,Meat,OUT027,1985,Tier 3,Supermarket Type3,5033.448
FDH40,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1137.1864
FDJ56,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,2696.49
DRN47,Low Fat,Hard Drinks,OUT018,2009,Tier 3,Supermarket Type2,898.83
NCO17,Low Fat,Health and Hygiene,OUT046,1997,Tier 1,Supermarket Type1,2756.412
FDX60,Low Fat,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,878.856
FDT22,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,659.142
FDX26,Low Fat,Dairy,OUT019,1985,Tier 1,Grocery Store,182.4292
FDG45,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,3610.6334
FDD44,Regular,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,5153.292
FDS15,Regular,Meat,OUT017,2007,Tier 2,Supermarket Type1,2588.6304
FDL51,Regular,Dairy,OUT018,2009,Tier 3,Supermarket Type2,1286.3256
FDL32,Regular,Fruits and Vegetables,OUT017,2007,Tier 2,Supermarket Type1,1230.3984
FDZ07,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,1733.7432
NCW53,Low Fat,Health and Hygiene,OUT019,1985,Tier 1,Grocery Store,384.8324
NCA54,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,3969.4996
FDX09,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,7763.228
FDO51,Regular,Meat,OUT013,1987,Tier 3,Supermarket Type1,809.6128
FDW49,Low Fat,Canned,OUT018,2009,Tier 3,Supermarket Type2,1253.7014
FDB27,Low Fat,Dairy,OUT046,1997,Tier 1,Supermarket Type1,5715.2272
FDF45,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,1464.76
FDV02,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,3251.1014
FDY28,Regular,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,4274.436
FDX31,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,5375.0034
FDR43,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,1318.284
FDP51,Regular,Meat,OUT018,2009,Tier 3,Supermarket Type2,2251.7356
FDL52,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,1176.4686
FDR44,Regular,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,3523.4136
FDB34,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,610.5386
FDC50,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,1237.7222
FDT57,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,474.0496
FDP22,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,717.7324
DRE49,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,2580.6408
FDM40,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,2552.6772
FDY32,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,3914.904
FDW07,Regular,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,796.9626
FDU02,Low Fat,Dairy,OUT019,1985,Tier 1,Grocery Store,916.1408
NCF18,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,3259.7568
FDQ56,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1677.816
FDN58,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,3707.1744
FDG35,Regular,Starchy Foods,OUT046,1997,Tier 1,Supermarket Type1,2954.1546
FDY34,Regular,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,2652.5472
NCE19,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,1037.3164
NCK31,Low Fat,Others,OUT027,1985,Tier 3,Supermarket Type3,717.7324
NCJ29,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,426.112
FDT59,Low Fat,Breads,OUT035,2004,Tier 2,Supermarket Type1,6911.004
NCX41,Low Fat,Health and Hygiene,OUT046,1997,Tier 1,Supermarket Type1,3811.0392
FDU45,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,2277.036
FDW24,Low Fat,Baking Goods,OUT019,1985,Tier 1,Grocery Store,48.6034
FDF22,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,5770.4886
FDM60,Regular,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,690.4346
FDR02,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,1890.2062
DRP35,Low Fat,Hard Drinks,OUT027,1985,Tier 3,Supermarket Type3,3195.84
FDS48,Low Fat,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,1504.708
NCZ42,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,711.0744
FDZ38,Low Fat,Dairy,OUT018,2009,Tier 3,Supermarket Type2,4311.055
FDH19,Low Fat,Meat,OUT046,1997,Tier 1,Supermarket Type1,521.3214
NCB55,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,829.5868
FDC15,Low Fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,1571.288
FDF11,Regular,Starchy Foods,OUT035,2004,Tier 2,Supermarket Type1,2403.538
FDW35,low fat,Breads,OUT019,1985,Tier 1,Grocery Store,83.8908
FDB44,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,844.2344
NCC06,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2940.1728
FDR04,Low Fat,Frozen Foods,OUT010,1998,Tier 3,Grocery Store,291.6204
FDB17,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,3259.7568
FDW43,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,3415.554
FDA27,Regular,Dairy,OUT018,2009,Tier 3,Supermarket Type2,5624.6784
NCU41,Low Fat,Health and Hygiene,OUT049,1999,Tier 1,Supermarket Type1,6687.961
FDY56,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,5642.655
FDV39,Low Fat,Meat,OUT018,2009,Tier 3,Supermarket Type2,4943.565
FDN32,Low Fat,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,3135.2522
FDW07,Regular,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,796.9626
FDZ27,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,848.895
FDW23,Low Fat,Baking Goods,OUT019,1985,Tier 1,Grocery Store,38.6164
FDU01,Regular,Canned,OUT046,1997,Tier 1,Supermarket Type1,4997.4948
FDF10,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,588.5672
DRH03,Low Fat,Dairy,OUT019,1985,Tier 1,Grocery Store,372.848
FDW27,Regular,Meat,OUT019,1985,Tier 1,Grocery Store,155.1314
DRI13,Low Fat,Soft Drinks,OUT013,1987,Tier 3,Supermarket Type1,3038.7112
NCR05,Low Fat,Health and Hygiene,OUT046,1997,Tier 1,Supermarket Type1,1587.2672
FDB29,Regular,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,687.1056
FDL51,Regular,Dairy,OUT049,1999,Tier 1,Supermarket Type1,1929.4884
FDB11,Low Fat,Starchy Foods,OUT013,1987,Tier 3,Supermarket Type1,3600.6464
FDI35,Low Fat,Starchy Foods,OUT046,1997,Tier 1,Supermarket Type1,2181.1608
FDX08,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,3428.2042
FDP59,Regular,Breads,OUT045,2002,Tier 2,Supermarket Type1,623.1888
NCJ18,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,2133.2232
FDJ41,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,3401.5722
FDU08,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,1289.6546
FDS09,Regular,Snack Foods,OUT019,1985,Tier 1,Grocery Store,50.6008
DRH15,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,790.9704
NCV17,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,3147.9024
NCO54,Low Fat,Household,OUT027,1985,Tier 3,Supermarket Type3,2486.763
FDE24,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,1139.8496
FDH53,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1816.3024
FDZ13,Regular,Canned,OUT018,2009,Tier 3,Supermarket Type2,199.74
FDW28,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,978.726
FDU46,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2683.174
NCE43,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,2897.5616
FDS26,Low Fat,Dairy,OUT027,1985,Tier 3,Supermarket Type3,9158.079
FDB14,Regular,Canned,OUT046,1997,Tier 1,Supermarket Type1,1957.452
DRB48,Regular,Soft Drinks,OUT027,1985,Tier 3,Supermarket Type3,1296.3126
NCC42,Low Fat,Health and Hygiene,OUT013,1987,Tier 3,Supermarket Type1,2528.7084
FDQ20,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,284.2966
FDA13,Low Fat,Canned,OUT017,2007,Tier 2,Supermarket Type1,759.012
FDZ15,Low Fat,Dairy,OUT046,1997,Tier 1,Supermarket Type1,1787.673
NCV42,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2431.5016
DRI51,Low Fat,Dairy,OUT018,2009,Tier 3,Supermarket Type2,4466.1864
FDO28,Low Fat,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,2048.6666
NCS54,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,1940.807
FDH16,Low Fat,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,2067.309
FDG24,Low Fat,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,2663.2
FDR52,Regular,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,1146.5076
NCH06,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,3448.844
FDA36,Low Fat,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,1665.8316
FDU56,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,8114.7704
FDT09,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1713.7692
FDU25,Low Fat,Canned,OUT046,1997,Tier 1,Supermarket Type1,810.9444
FDK41,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1193.1136
NCT54,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,856.8846
FDV51,Low Fat,Meat,OUT010,1998,Tier 3,Grocery Store,165.7842
FDM24,Regular,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,1057.9562
NCO30,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,2205.1296
FDQ45,Regular,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2940.1728
DRK59,Low Fat,Hard Drinks,OUT035,2004,Tier 2,Supermarket Type1,3046.7008
FDW28,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,3327.6684
FDC02,Low Fat,Canned,OUT010,1998,Tier 3,Grocery Store,520.6556
FDR21,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,2999.429
FDN48,Low Fat,Baking Goods,OUT027,1985,Tier 3,Supermarket Type3,2113.2492
FDT44,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,942.7728
FDX14,Low Fat,Dairy,OUT019,1985,Tier 1,Grocery Store,75.2354
FDH57,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,1581.9408
FDH28,Regular,Frozen Foods,OUT019,1985,Tier 1,Grocery Store,37.9506
NCT41,Low Fat,Health and Hygiene,OUT019,1985,Tier 1,Grocery Store,151.8024
FDO11,Regular,Breads,OUT027,1985,Tier 3,Supermarket Type3,3486.1288
NCP42,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,4262.4516
FDN09,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,731.0484
FDP32,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,1398.8458
FDV57,Regular,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,2336.958
FDW28,low fat,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,2348.9424
FDR56,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,7094.7648
FDA40,Regular,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,1054.6272
NCG42,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,1298.31
NCK54,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2330.3
FDE16,Low Fat,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,4584.6988
FDB15,Low Fat,Dairy,OUT010,1998,Tier 3,Grocery Store,527.3136
FDC40,Regular,Dairy,OUT017,2007,Tier 2,Supermarket Type1,1869.5664
FDE53,Low Fat,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,2876.256
FDK24,Low Fat,Baking Goods,OUT018,2009,Tier 3,Supermarket Type2,407.4696
FDW31,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,2189.8162
NCX29,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,1603.9122
NCM07,Low Fat,Others,OUT035,2004,Tier 2,Supermarket Type1,2013.3792
DRN36,Low Fat,Soft Drinks,OUT019,1985,Tier 1,Grocery Store,95.8752
FDQ37,Low Fat,Breakfast,OUT010,1998,Tier 3,Grocery Store,774.9912
FDK43,Low Fat,Meat,OUT045,2002,Tier 2,Supermarket Type1,2403.538
FDK28,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,4380.2982
FDR43,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,219.714
FDL48,Regular,Baking Goods,OUT013,1987,Tier 3,Supermarket Type1,729.051
DRL23,Low Fat,Hard Drinks,OUT045,2002,Tier 2,Supermarket Type1,1393.5194
NCX42,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,5262.4832
DRD37,Low Fat,Soft Drinks,OUT018,2009,Tier 3,Supermarket Type2,372.848
FDZ47,Regular,Baking Goods,OUT027,1985,Tier 3,Supermarket Type3,3273.7386
NCJ54,Low Fat,Household,OUT027,1985,Tier 3,Supermarket Type3,5344.3766
FDL52,Regular,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,303.6048
FDC15,Low Fat,Dairy,OUT010,1998,Tier 3,Grocery Store,314.2576
NCD19,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,276.307
FDD08,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,721.0614
NCN18,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,3467.4864
FDY56,Regular,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,5416.9488
NCI29,Low Fat,Health and Hygiene,OUT018,2009,Tier 3,Supermarket Type2,283.6308
NCE06,Low Fat,Household,OUT019,1985,Tier 1,Grocery Store,323.5788
FDC08,Regular,Fruits and Vegetables,OUT017,2007,Tier 2,Supermarket Type1,5206.556
FDU52,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,2503.408
FDN16,Regular,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,1960.781
NCM55,Low Fat,Others,OUT010,1998,Tier 3,Grocery Store,370.1848
FDR49,Low Fat,Canned,OUT010,1998,Tier 3,Grocery Store,95.8752
FDC15,Low Fat,Dairy,OUT049,1999,Tier 1,Supermarket Type1,3299.7048
FDB53,Low Fat,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,2684.5056
FDK44,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,2085.2856
FDA16,Low Fat,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,2210.456
FDO19,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,2187.153
FDO04,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1049.9666
NCL19,Low Fat,Others,OUT035,2004,Tier 2,Supermarket Type1,2719.793
FDA44,Low Fat,Fruits and Vegetables,OUT010,1998,Tier 3,Grocery Store,56.593
FDR60,Low Fat,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,231.6984
FDV37,Regular,Canned,OUT027,1985,Tier 3,Supermarket Type3,5734.5354
FDG53,Low Fat,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,1398.18
DRG01,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,1531.34
FDB38,Regular,Canned,OUT019,1985,Tier 1,Grocery Store,319.584
FDI27,Regular,Dairy,OUT049,1999,Tier 1,Supermarket Type1,633.8416
FDD29,Low Fat,Frozen Foods,OUT010,1998,Tier 3,Grocery Store,1014.6792
NCR41,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,2094.6068
FDW44,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,2386.2272
FDU21,Regular,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,780.9834
FDI14,Low Fat,Canned,OUT046,1997,Tier 1,Supermarket Type1,1693.7952
FDW50,Low Fat,Dairy,OUT019,1985,Tier 1,Grocery Store,334.2316
FDN39,Regular,Meat,OUT046,1997,Tier 1,Supermarket Type1,1342.2528
FDT31,Low Fat,Fruits and Vegetables,OUT017,2007,Tier 2,Supermarket Type1,4916.2672
FDJ14,Regular,Canned,OUT017,2007,Tier 2,Supermarket Type1,1757.712
NCQ43,Low Fat,Others,OUT027,1985,Tier 3,Supermarket Type3,1637.868
FDZ22,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,1747.725
FDU38,Low Fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,2876.256
FDS32,Regular,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,1966.7732
DRH13,Low Fat,Soft Drinks,OUT018,2009,Tier 3,Supermarket Type2,958.752
DRF03,Low Fat,Dairy,OUT010,1998,Tier 3,Grocery Store,81.2276
FDJ20,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1238.388
FDE22,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,319.584
FDX22,Regular,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,4418.2488
DRM11,Low Fat,Hard Drinks,OUT013,1987,Tier 3,Supermarket Type1,2863.6058
FDL58,Regular,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,1845.5976
FDL25,Regular,Breakfast,OUT049,1999,Tier 1,Supermarket Type1,1561.9668
FDD40,Regular,Dairy,OUT049,1999,Tier 1,Supermarket Type1,3848.324
FDT08,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,2097.27
FDO22,Regular,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,639.168
NCM41,Low Fat,Health and Hygiene,OUT018,2009,Tier 3,Supermarket Type2,559.272
FDJ21,Regular,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,2770.3938
FDC53,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,295.6152
DRK35,Low Fat,Hard Drinks,OUT019,1985,Tier 1,Grocery Store,37.9506
FDQ09,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1267.0174
DRB48,Regular,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,353.5398
DRE25,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,1118.544
FDL08,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,4655.2736
NCV42,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,1547.3192
FDW03,Regular,Meat,OUT049,1999,Tier 1,Supermarket Type1,1045.306
FDL25,Regular,Breakfast,OUT017,2007,Tier 2,Supermarket Type1,275.6412
FDC17,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,2735.1064
FDK44,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,347.5476
FDE34,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,3817.0314
FDP10,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,1905.5196
FDZ22,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,665.8
NCK19,Low Fat,Others,OUT013,1987,Tier 3,Supermarket Type1,2324.9736
FDO44,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,3205.1612
NCU41,Low Fat,Health and Hygiene,OUT046,1997,Tier 1,Supermarket Type1,2101.9306
NCF31,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,1821.6288
FDG14,Regular,Canned,OUT017,2007,Tier 2,Supermarket Type1,3643.2576
NCH30,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,2942.836
FDR36,Regular,Baking Goods,OUT013,1987,Tier 3,Supermarket Type1,587.2356
NCJ30,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,2886.243
FDR08,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,2223.772
FDU04,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,487.3656
NCQ50,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,5770.4886
FDL46,Low Fat,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,1414.1592
DRK37,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,5502.837
FDK48,low fat,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,2181.8266
FDV58,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,1565.9616
FDN27,Low Fat,Meat,OUT018,2009,Tier 3,Supermarket Type2,1054.6272
FDZ52,Low Fat,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,1667.829
NCF42,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,2812.3392
FDQ48,Regular,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,489.363
FDW49,Low Fat,Canned,OUT045,2002,Tier 2,Supermarket Type1,2865.6032
FDR58,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,1665.8316
NCE07,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,2694.4926
FDK14,Low Fat,Canned,OUT046,1997,Tier 1,Supermarket Type1,1555.9746
FDC11,Low Fat,Starchy Foods,OUT027,1985,Tier 3,Supermarket Type3,3836.3396
FDL22,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,543.2928
